COM:/dev/ttyUSB0@9600 UDP:0.0.0.0:20002 UI:cmd
UDP server up and listening
13:40:15.612091:HA 0.0 HM 0.0 HK 0.0 HC 0.0 HE 0.0 HG 0.0
13:40:15.662374:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:15.712562:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:15.762769:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:15.812956:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:15.863144:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:15.913333:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:15.963505:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.013654:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.063818:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.113991:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.164168:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.214417:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.264666:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.314954:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.365237:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.415493:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.465748:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.516050:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.566334:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.616566:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.666883:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.717184:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.767467:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.817725:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.868218:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.918511:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:16.968751:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:17.019056:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:17.069363:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:17.119662:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:17.170005:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
13:40:17.220301:HA 158.0 HM 223.0079 HK 487.9792 HC 219.0 HE 0.0 HG 0.0
